RiskID,AccountID,MaxLeverage,MarginCallLevel,StopOutLevel,MaxDailyLoss,MaxTradeSize,RiskLevel,CreatedAt,UpdatedAt
dd4c05e0-9fda-48bf-8c00-be8879ff1123,67bf3553-6662-400d-ae8b-d61b512707cb,200,0.49,0.38,30283.36,60.8,High,2022-12-29 15:56:33,2023-06-14 07:51:33
3d412707-dc67-46ac-9a50-362ac7b9ce3b,ca830451-4483-452c-89c4-77ec2a79baeb,50,0.52,0.68,14729.15,18.44,Medium,2024-07-29 12:21:03,2024-09-23 00:10:04
384000b1-5ede-45d6-8b2f-c1176d09a657,764a18f0-dfc4-49d1-af70-f1036decf982,50,0.5,0.52,13204.15,17.75,Medium,2024-07-11 00:14:49,2024-09-19 15:42:25
a3e8bcaa-2683-4408-88f1-4e736a622512,8fef657f-5592-42ed-a1b9-efb3efe605b1,200,0.47,0.28,56360.55,73.72,High,2024-01-20 20:51:14,2024-07-17 14:50:02
293ddf8a-84c3-47d6-9591-9fd6ad34e04b,5b7844d2-3e84-42fc-949c-afbeeb41bba2,200,0.4,0.37,37785.39,69.61,High,2022-12-28 05:49:55,2023-02-17 07:48:21
0cecdb38-f8d6-4006-863f-3ef795a43b8a,d8940dd8-dc0f-4f9f-b632-59ac16ad095e,200,0.36,0.4,46275.52,58.6,High,2023-03-18 02:41:28,2024-01-26 00:14:14
802d615b-5949-4f27-afeb-6d589b89fe3c,36f792c7-5b65-4879-b998-6287c646890d,30,0.89,0.75,1419.14,4.08,Low,2023-10-30 02:13:27,2024-03-15 17:43:14
4492efbf-0f5a-4d29-b4b1-7428c13d6bee,63669a43-6487-4075-88f5-08750fa3795a,100,0.71,0.67,16998.34,28.97,Medium,2024-07-26 04:12:15,2024-09-10 22:50:53
76f00afb-e672-4fa0-ad49-b30363d3b429,6ee6074b-5163-49e5-a9a7-be32b089cb1e,50,0.64,0.66,16892.22,21.32,Medium,2024-09-16 17:28:48,2024-09-16 20:14:10
d4d143b8-0e4e-4f81-adaa-51c349e0a3fd,3654fc8c-b31b-4c38-b476-00cac9799bf5,100,0.6,0.42,11378.59,35.6,Medium,2023-12-28 08:59:07,2024-08-25 08:38:48
4b597c5d-7d16-4000-a0a0-ec0e031b0184,097ded19-d5af-446f-a8ce-c0e720537508,20,0.83,0.78,4211.9,8.08,Low,2024-01-12 12:35:17,2024-02-14 04:54:50
a36acf3c-7c01-41cb-bba7-7c6d6b6b592f,36bac775-49e9-42cf-bec8-0b15261842e1,100,0.67,0.61,6650.26,15.34,Medium,2024-09-19 11:22:00,2024-09-23 22:02:52
8d0afc79-22e7-4461-aec6-e2a4c7e6cbc3,824064c8-340c-446b-9e42-1effd58aeaf5,500,0.49,0.28,35672.15,68.62,High,2024-02-11 17:16:48,2024-05-20 17:18:36
54cb169f-83c0-4cd6-8c8d-80b84d54f0b2,48a9db52-f725-46da-a5d0-b92e8a284d1d,10,0.92,0.71,1974.54,4.9,Low,2024-02-18 13:18:04,2024-03-08 17:22:00
dfdbaf36-c812-4105-951a-3f6a5a734f05,1346fb5a-9fb3-473b-97b9-dbcf2fcf188d,30,0.92,0.71,2521.77,3.63,Low,2024-05-03 02:11:04,2024-06-13 00:46:07
991f7444-a885-4d02-a753-fa591ecfbb1c,8ca19504-06c5-493a-abbe-079b3bc5f63c,20,0.9,0.71,3369.45,4.28,Low,2024-01-18 08:43:34,2024-07-08 13:58:41
4e850ad8-3daf-41ab-b5e2-f16e3fda026c,ccb31a18-1ac6-41b7-9c46-3c22c0e55f62,100,0.58,0.6,14821.09,48.94,Medium,2023-11-03 05:16:04,2023-11-21 06:29:51
0ee16ca0-7fc8-4dc7-945f-916189b45cca,52e4ca9e-0392-4d21-98b2-cb1dc640e706,100,0.77,0.59,19595.12,22.36,Medium,2022-12-13 16:41:52,2023-02-05 17:08:52
0bc81f05-21dd-47fd-a43d-c1588e286700,b74ec6b5-a712-4585-930e-2251dbf7e3bc,100,0.8,0.41,17934.82,14.27,Medium,2022-12-21 00:21:21,2024-09-16 16:18:41
b8afdbaa-0c02-4fb0-8d86-0656a918ebb3,c644e1f7-5c51-4a60-b899-f5ad97c20fcf,20,0.94,0.74,4402.02,9.18,Low,2024-06-19 11:36:08,2024-07-15 08:14:18
154c83ae-33df-4380-ab17-940aa5977788,12a0d10d-085a-456a-9209-82051ea61990,100,0.57,0.68,9723.77,23.63,Medium,2024-08-09 02:33:41,2024-09-20 07:43:31
ff06118c-8269-4ab1-9c92-acf44192d9e6,119d0358-6832-446f-9426-a8a4f00c83ae,20,0.81,0.8,4049.17,1.53,Low,2023-11-15 07:18:27,2024-04-04 21:21:41
b0e2079f-0b4c-4ab2-baae-efc3b38631f0,eab5e3e7-3b35-4f47-9ad3-8d1d811677b3,20,0.83,0.8,2541.03,2.45,Low,2023-07-13 19:58:31,2024-09-09 17:41:36
5fe1f66e-435f-4853-8fee-f14bc5e6fb0e,32f1267a-551c-4a69-87aa-234eb99082b2,50,0.8,0.51,5563.48,14.41,Medium,2023-02-20 14:46:18,2024-06-01 10:07:37
36b1d360-fee1-42dd-ba4e-955b81e2633f,a13a3628-d29f-45eb-b825-a53c5a06a775,30,0.84,0.8,4656.48,5.52,Low,2024-06-05 07:13:09,2024-08-24 12:21:16
427b4fb8-e8e9-4ac6-9913-300485de1d51,8e76e6e5-5821-4c9f-9194-77f8cefc4e82,20,0.92,0.75,2582.79,4.11,Low,2022-12-19 08:22:28,2022-12-29 22:15:31
df35d8cd-7979-4d5e-bb7e-500b5f9a116e,9a7aae82-2fe9-4efa-bf3e-a15df87c9e1d,200,0.34,0.38,98011.79,90.01,High,2023-06-13 15:39:30,2023-12-11 19:54:47
0ffb7813-ca65-4b61-acc7-4e405d2b89ed,f7c11b37-34b1-4714-96d5-d50a4eedc693,20,1.0,0.71,2236.22,1.68,Low,2023-03-02 03:01:43,2023-08-09 01:48:42
c75660a9-0d49-4d20-b100-5ab9337d8dee,97d8b8e8-045a-4240-8392-86119d1ba727,500,0.32,0.27,99731.12,63.11,High,2023-08-30 06:56:24,2024-03-21 17:16:42
4f27d229-0251-472b-81e5-1106ba55d98f,524de3c3-35dc-454f-94bc-49744a317f96,50,0.73,0.56,15596.96,26.24,Medium,2023-01-14 03:04:44,2024-07-04 09:53:28
4ff27d3b-801b-4364-8165-dcadc0f8e197,ef6bdb10-62d4-4e82-abc4-a7e8d01d43b6,100,0.63,0.45,19266.97,42.79,Medium,2023-10-04 05:33:25,2024-06-25 10:14:53
1c7896a5-6f33-48ef-8022-d39c85daa6cc,10242c09-f16e-48b8-a4af-ced151776fb9,10,0.96,0.77,2011.1,9.27,Low,2023-06-04 16:06:18,2023-08-02 19:54:51
280596f0-8dfa-4e9b-9dd0-0eb5d72e5495,ec9323f1-dbf8-48d7-9ef3-d8e2fb5d5423,100,0.68,0.59,12567.75,17.72,Medium,2023-05-01 05:21:19,2023-10-23 18:43:03
5dd11445-2f91-453b-af36-20dd0249ca33,93f0bbe6-0c43-4a83-bc59-8987921e22e0,20,0.9,0.7,2325.01,2.15,Low,2023-11-12 05:26:00,2024-02-01 22:27:54
fefecb9f-bfc2-437d-bd35-99ec99ed611a,8f67e215-1b41-41b2-8607-86b83544531a,20,0.84,0.78,4245.89,7.64,Low,2023-07-27 10:36:50,2024-01-07 16:44:53
7993cd57-2d91-468d-bc34-6ff50bce8053,9dc26612-3167-4580-a7a7-16ccb5125750,30,0.92,0.7,2798.54,1.7,Low,2024-04-21 05:36:20,2024-07-03 23:42:20
e07ff386-efe9-4d8f-8431-5f574775f851,ab5a5fb8-cdd6-4201-9047-5aa331101ba0,30,0.92,0.8,1125.02,9.27,Low,2023-12-03 03:04:28,2024-08-21 15:17:21
ba919885-8458-46a6-badb-aa6aee38f8c0,03af4ac7-ed28-491c-b63d-f0d70f9aa5b1,20,0.98,0.78,2746.92,8.71,Low,2022-10-13 11:46:49,2024-03-12 01:53:46
7d672749-589b-4e9f-ae74-af4c74e03130,92e040d6-42c8-4599-ab22-1993c9528f4a,20,0.94,0.79,3137.96,1.96,Low,2023-02-06 22:58:00,2024-01-21 19:15:18
9b3074ed-1f8d-4620-ae68-99fb0509a3ec,044d7c77-5ac1-4d74-b883-deb6f08f25b3,300,0.32,0.37,50171.54,97.69,High,2024-01-11 23:51:10,2024-04-07 14:28:38
c9c5e7b9-ecbd-48a3-9997-7e349f52a015,1c0bf940-506a-408a-a59b-ceffc915cb70,100,0.62,0.69,6453.67,41.84,Medium,2024-03-12 04:26:14,2024-05-03 16:45:17
e1cdddd5-bd95-45b2-a86d-256d3bdd03c7,c39d0e2b-91d0-4318-b143-cf6607957f70,20,0.88,0.75,2344.77,9.27,Low,2023-09-23 10:47:40,2024-08-20 06:38:46
a93236fd-a78d-4396-9401-37264e8f763d,41a9072a-2707-44c7-ba73-276b6b783460,200,0.35,0.22,49460.67,87.52,High,2024-03-08 08:57:25,2024-08-15 08:21:12
3e604155-753c-4391-9171-41f6d775f4dc,002fbea1-f865-40b9-80c7-ed898384e9db,100,0.55,0.56,12039.43,40.67,Medium,2023-05-11 08:22:00,2024-06-22 02:14:21
bbf3d3ec-85a4-4b60-9ba8-b875dfffb68c,7f1a5496-f284-469b-ba4c-69e737386aab,500,0.47,0.34,23470.8,91.77,High,2023-03-03 11:34:12,2023-04-12 18:18:30
d7a9d135-d856-464c-a9dd-34718ecdea02,00b1a8d8-96a0-4744-82ca-6fddb76ba23a,100,0.79,0.48,10863.2,46.03,Medium,2024-09-14 16:14:36,2024-09-18 06:44:34
08d6731f-3f04-428a-befc-c29465934ff9,0fb27cc9-fb30-4226-b5fc-bdf5f4e43ae8,100,0.61,0.45,13459.86,26.68,Medium,2023-06-26 13:46:19,2023-11-14 22:20:59
9b52a858-22c1-43bc-974f-6d218656ef7e,6df2a28d-6ca8-440b-8420-3b5de32257e6,500,0.32,0.28,59158.34,59.24,High,2022-10-13 21:55:31,2024-05-05 18:34:33
6e8e9290-da71-4281-9cc8-6a754c737856,73ed9f47-9f1b-497f-a95c-f7bf8e0c80b1,20,0.93,0.78,2197.19,5.12,Low,2023-01-26 19:06:03,2023-10-06 00:45:37
bf1a2ba6-1262-4a92-9daa-9b0ad40287ad,afc31f43-16b8-4075-9c0c-e9f835cfc3e4,500,0.38,0.21,80494.94,76.37,High,2023-05-12 11:02:33,2024-04-03 11:59:50
124c5640-fd91-41f7-855b-34d24d0a2d90,b47c5566-009e-4dd5-8803-08c603ade59c,20,0.84,0.78,3030.52,8.08,Low,2022-10-22 04:23:05,2024-07-06 14:33:46
57534da0-0b3c-43be-811a-9f14411aed27,ad33bf42-7b5a-4224-806d-e92b541eee73,300,0.43,0.34,39832.95,64.08,High,2023-05-20 03:42:46,2023-07-27 15:57:49
dd31c39f-1c09-452b-9039-8c1cfe4bb109,34f481a2-40ec-4f10-8b07-709b99fc063e,100,0.71,0.54,15705.58,18.25,Medium,2023-12-09 11:04:35,2024-03-18 21:49:12
5da255b2-8efb-4741-88b5-1f14667b4c41,cb0f13e5-3cbf-4b60-96ce-0349364c5cb0,100,0.78,0.47,12561.38,30.91,Medium,2024-06-16 11:16:53,2024-09-23 05:14:17
2d94c138-b353-4b51-b712-96af7052df18,f52d4c7c-e36c-4679-a5d4-93c40fb9f89c,30,0.93,0.79,1121.02,2.24,Low,2024-01-31 21:07:57,2024-05-07 08:04:39
76ab50b9-677a-4a08-8264-3b28a49345a7,75308693-890e-43b7-854a-144298a9878a,500,0.42,0.28,22311.68,81.05,High,2023-08-07 06:18:23,2024-05-31 10:41:25
dc048462-d3f4-4431-845e-682d242f08e4,1bfee49f-8142-4512-949d-7457a25156e7,10,0.83,0.8,3840.22,7.55,Low,2023-09-11 04:35:32,2023-10-07 02:38:12
8cb8a800-1c35-426f-a41c-32133ce60390,8449fe4f-5d65-4b6a-9372-f15ee650378b,50,0.71,0.5,13686.04,13.77,Medium,2024-01-15 10:23:35,2024-06-06 16:55:41
cc1330e7-3c8b-49eb-a4c3-cdb524aed8e5,04ccc670-b8cb-4822-adc4-4fd2e9b9f83e,50,0.69,0.41,6992.8,43.88,Medium,2023-10-13 19:19:23,2024-01-31 09:32:35
84bdcbbb-db13-4f63-82e2-8d12b7bf7b6c,d9c719be-70e0-411f-8961-93408b6d6721,100,0.57,0.44,5932.14,15.02,Medium,2022-11-25 13:58:28,2023-03-04 03:08:34
bf4d4e2d-619a-4ac8-812f-72d5d7e1dbcc,a40794c5-e4da-4585-b1a2-80b4534902d0,10,0.86,0.76,4709.82,3.96,Low,2024-08-24 19:15:43,2024-09-24 22:15:19
fb6c250e-e261-4f9f-af15-f49dae345d4d,ec5a9a96-4330-4a9a-8321-68533392776a,200,0.44,0.21,47464.56,76.33,High,2022-10-29 12:38:31,2023-02-01 09:34:29
491f0b2e-3787-4f6c-b2ce-edc3a42baab8,7c3db7a4-1cf4-4551-a563-fcbf1ff9215f,10,0.89,0.78,4370.76,8.16,Low,2023-06-12 01:34:16,2023-07-19 07:22:24
b83cb43d-7c5e-4654-8b49-bdd708d74ef9,bd571a42-a15c-4d72-90ed-a7b4d14866d1,50,0.71,0.65,15038.73,20.14,Medium,2023-02-04 12:42:53,2024-04-27 04:15:21
f0948d04-c4f7-4bc5-923d-cddbaed86c87,fe488baa-0e68-4f71-bc13-0de74cd9b2ce,10,0.91,0.77,3623.96,9.53,Low,2024-08-08 20:33:40,2024-09-05 11:29:15
0893a3ff-222f-4f3f-87bc-c95a17731b7c,de055caa-a63e-46ef-9cb4-57285b789bde,100,0.77,0.55,17686.29,36.53,Medium,2023-03-05 01:45:32,2024-07-26 23:11:40
6c010cf5-fcbc-4124-ab91-5b4bea23d350,402ab13a-f7ce-4a89-8bb2-e2c086063a21,100,0.58,0.57,18097.58,13.11,Medium,2023-07-26 08:20:42,2024-09-11 23:51:49
9ddb7d5f-9f65-4693-a492-d9f615be8479,baba7d9a-ed76-4760-a27c-acd19d953733,100,0.73,0.57,8614.46,10.45,Medium,2023-07-01 08:08:20,2024-06-08 20:31:19
f0b5f757-852f-493f-932b-7165c9387ba6,0608962b-bd79-47b3-92e8-e51d724530a2,200,0.4,0.25,76661.25,94.21,High,2022-12-15 07:29:15,2024-06-11 02:24:36
5fac269c-08a1-4783-9ca1-b797ef819367,6dd6bc72-9aa3-49e0-8ed2-0717f47fd487,10,0.92,0.76,2457.53,6.75,Low,2023-03-25 11:22:24,2024-09-01 11:21:15
c740296d-6a78-4f74-b16c-aa0364b7d272,6ad9e92d-ab15-474f-bb53-35d6e5b87dfa,50,0.66,0.66,16271.38,46.91,Medium,2023-07-24 12:47:46,2024-02-14 10:08:59
7c4a0053-7267-4c12-8813-0f6409287e3e,ea836f2b-f0b1-4d98-a934-6072025612d7,10,0.88,0.76,3208.48,4.1,Low,2024-08-14 16:06:58,2024-08-16 07:45:37
d3f213fc-cdbb-41ee-8877-8b1e0ea7a0a5,c84849db-32ec-4e0b-bc04-520e17992251,300,0.31,0.32,61894.25,97.57,High,2024-06-25 17:29:09,2024-08-18 21:49:51
3db4346f-6c7f-4392-a175-6dd46569940a,d932cef0-6234-4157-9967-1e31626d47b1,30,0.98,0.79,4883.79,2.68,Low,2022-10-20 20:17:56,2024-09-18 01:21:14
3f03adf3-890e-46da-921d-3b2f1b5dcd6d,dcc88edb-bbae-46aa-a1f0-a51251d7f605,500,0.47,0.21,99414.56,60.38,High,2024-05-24 21:07:09,2024-09-25 12:12:39
45028f6d-e206-43cf-b78c-a527bbee5b42,3d793019-dafd-4654-80d0-7961dd57f1a1,50,0.77,0.45,6487.08,31.39,Medium,2024-08-02 22:19:34,2024-09-24 17:15:10
910b9d6c-0872-4f0c-8e4e-7042b580ca82,c5ab5484-aa8e-4b79-a64d-f97fd07dca7a,300,0.44,0.28,78482.42,82.03,High,2024-07-25 21:01:01,2024-09-05 06:56:15
3250e0a9-da05-493b-8d7f-4e7e1487cbea,680018f1-ebb2-42c2-bf1f-2b453edccd60,500,0.45,0.34,89195.81,91.06,High,2022-11-20 22:13:06,2023-04-16 14:50:30
a99a9bd4-8578-4b63-9680-c03994489b6c,9324efa9-10c8-4cbd-aaeb-e41fa93a31c0,100,0.5,0.5,10892.84,27.73,Medium,2022-10-16 00:36:06,2024-09-05 13:03:48
7ce05fba-d297-406e-a93b-2912a7a3d15a,be12d300-5180-4e04-b6a4-bd1da37aca98,200,0.49,0.25,27905.87,73.03,High,2024-06-15 14:43:11,2024-07-12 10:02:12
ada34c64-5f6b-4fdb-9d9e-9557706665b0,36e656f8-1064-4bf9-ac4e-de5cc25b6ea9,50,0.61,0.59,7037.56,40.45,Medium,2024-03-04 12:56:07,2024-09-06 13:45:41
886a9801-9b38-4103-83a0-6110258c1a18,8341f0d2-81b6-4a9b-8efb-deb8836a5279,100,0.56,0.49,19115.38,23.23,Medium,2023-02-13 05:10:10,2023-06-13 05:25:02
31898d3f-4b05-4e1b-bc06-6681d34f0ddb,cafdd28a-17d6-4c90-b33c-123cb69c7b24,100,0.72,0.52,14457.8,39.52,Medium,2022-11-05 22:42:29,2023-09-11 00:27:44
21e3913b-8fe1-4b64-b011-ccbd2a01ec41,f67118ea-63d1-40e4-8797-294449298102,100,0.76,0.41,19110.16,13.14,Medium,2022-10-16 11:34:08,2023-12-06 23:32:40
19f181c0-e383-4fea-8b89-141b788fa868,1289c97f-9f41-43e5-a175-9488479b59b4,50,0.72,0.61,12912.79,34.97,Medium,2023-06-03 17:00:01,2024-05-29 16:34:17
f2ad709c-7c2b-4af1-87a0-f4a4b141ff6f,260f8a5a-3daa-4665-993f-1c5e92a12541,10,0.88,0.78,3258.59,7.21,Low,2023-01-21 17:28:28,2023-08-16 06:51:24
64a7fddf-0f2a-46e1-8c29-f9b06107e7d4,732c82e0-23f8-4c00-b96e-e4f05fe38dff,100,0.6,0.67,13027.06,16.57,Medium,2023-07-31 19:27:31,2024-04-24 18:06:53
2898fe76-e06a-4aa7-9ae1-7e37ddf9bac0,88ee64e9-0889-4394-85df-0e300cbc1104,500,0.34,0.32,94122.96,78.67,High,2024-09-05 07:31:43,2024-09-23 22:16:09
7b61c519-536c-4e0e-a6fb-256f35651fe1,9a21324a-666b-41e8-8a74-2a62b4b96962,10,0.88,0.72,1734.48,4.84,Low,2023-10-20 16:28:10,2024-04-11 04:33:28
b21bce8c-3d24-47b8-9c3b-9dfbf2c2fd94,8aadf120-51d6-4549-b8d6-e29e513f6fc4,50,0.55,0.48,17688.59,14.95,Medium,2023-10-05 08:20:47,2023-11-21 00:12:31
c4047f32-dd07-4dc6-9f43-333d8ab7a542,c85744ea-6f7e-4f92-a1d9-430b79f67c1f,500,0.33,0.31,49354.44,60.5,High,2023-05-29 10:03:57,2023-08-05 23:29:45
8080a6a1-7606-488c-9c3b-d9cd72a920a0,5b027561-839a-4164-8bda-bc29ed56a841,30,0.86,0.74,4731.13,8.17,Low,2023-08-03 02:25:07,2023-10-10 23:05:55
824b3a20-0281-47b2-b81a-95328358e345,2ec476a1-ee8d-49a4-8b25-d2676d214b62,30,0.87,0.8,1966.06,7.76,Low,2022-10-24 00:03:35,2023-01-19 15:57:10
82aad328-b1b3-4e93-b653-11e75fa131f9,2892d2d7-3ab9-4861-9bcd-fdf10cfb21f8,100,0.71,0.57,13336.57,46.94,Medium,2024-07-27 07:12:13,2024-09-24 12:10:10
30f83d96-1eeb-4e5e-9288-268ed4799ee4,e9f458a4-5f20-4152-9826-6289a82edcac,50,0.56,0.61,5098.91,41.42,Medium,2024-09-18 00:04:33,2024-09-23 10:57:29
1f722a6a-9cd9-4b96-9d35-bb4916153c6e,50742b02-a5a0-4b0f-84d3-00ecbcf105f1,200,0.42,0.31,39696.29,66.38,High,2023-08-13 20:10:13,2024-04-01 16:22:27
0cc1fcad-0543-41f5-b42d-4ed13366179d,0c1d34a8-595c-46c0-a77a-ff69db89ba69,50,0.63,0.62,6085.45,46.1,Medium,2023-06-09 09:53:52,2023-08-31 02:29:55
dbe06be0-2f9e-4c27-b9e9-d6b8200e3ccc,7e6cd54a-69b6-4461-94f8-76db04de5a4c,50,0.69,0.64,18289.52,36.46,Medium,2024-01-20 08:25:46,2024-06-25 13:38:10
6dcd6041-f88c-459c-9894-3dfdb6d271ed,3d75badd-8424-4a99-beef-0af50993de24,100,0.72,0.53,8096.47,23.29,Medium,2024-09-14 18:13:54,2024-09-22 12:37:36
8aff38c8-1477-4e40-8150-0eafd6ec04f4,26c73533-ab36-4c70-a0fd-f953b2966ad5,30,0.97,0.75,4065.7,1.09,Low,2022-10-16 10:56:01,2022-12-04 12:24:29
715fd2bd-40c7-4c69-8a55-4c60ea307ec0,3b504ee2-d106-4691-9444-e12b98547bf9,50,0.51,0.64,12407.2,10.78,Medium,2024-02-29 04:59:29,2024-07-18 04:42:23
0695bd7f-e0a1-4bed-804c-199c14e0501f,db5a2899-db41-4449-b833-955848336e70,300,0.33,0.33,62601.34,63.26,High,2024-02-11 06:15:06,2024-09-02 18:44:27
ec478673-6c06-4a8a-934f-8e06a5f114d5,77c009cb-3669-4729-b653-b7f1a45b9f0c,100,0.69,0.59,16284.14,32.43,Medium,2023-02-26 06:31:08,2024-03-24 16:41:57
25cad2fd-5634-4ada-a0d4-eb8a15b50a76,85f4d8ec-3517-41ac-8391-41f6287c7580,300,0.32,0.34,68388.56,87.23,High,2024-06-09 14:06:44,2024-07-09 10:45:38
12353b20-deb0-4dea-9ff5-583f3a064405,0d4c3c63-12ae-4278-8bd8-2d0f9e5db855,50,0.57,0.68,14723.0,46.23,Medium,2023-02-10 22:34:50,2024-05-06 17:33:04
b937f02f-c799-4109-b978-f37facf45ea1,874f3685-aa5e-484a-804b-fe31439a2e09,20,0.92,0.72,4567.63,9.64,Low,2023-07-27 01:08:02,2023-09-11 10:50:18
28785302-292f-4dbd-aa79-dd8ade589130,2b1598ad-cf4f-46da-9cb7-9612d5fc5131,20,0.93,0.74,4577.28,8.15,Low,2023-01-26 18:46:32,2024-04-16 01:21:26
14997a25-7908-4d75-89a9-03f868362f4a,ddef1368-8d94-4114-93e0-1755e5ba88b0,100,0.69,0.68,11423.15,31.32,Medium,2024-08-22 17:10:46,2024-09-07 12:50:02
5d46f90c-c473-47c2-a9d1-80c0f7313e87,5070fd94-8b3d-4a93-beda-a0e2523ad2c2,500,0.37,0.39,44990.28,58.04,High,2023-10-13 10:18:44,2024-08-27 22:34:46
3e4cf164-4196-49ed-bbba-33836c0c5e0d,c09397b4-cbd8-460e-9f5f-20e8b9a92ea7,100,0.63,0.61,7470.37,17.08,Medium,2024-09-22 13:23:48,2024-09-24 23:00:42
cc8482a7-ffc1-42d8-862c-4d22c2084771,5d8b61a6-7a48-405c-915e-ffda05621f11,50,0.78,0.41,14360.87,14.8,Medium,2023-01-23 16:02:49,2023-05-15 09:51:49
3a956be3-af76-4f9d-aa96-6dcb92963df5,86aa85f2-9695-4c39-9316-028cb9927d70,10,0.97,0.71,1330.47,7.61,Low,2023-09-25 08:00:20,2024-07-16 15:15:12
03eab9cd-608b-400e-887b-22a60a45920a,ddf64af3-f2c9-4614-b65b-fb162fac19f0,500,0.43,0.22,49821.85,96.57,High,2023-04-08 19:25:37,2024-08-07 20:48:32
6e722d98-0e0a-44a5-926d-e23a6e42581c,3d351fa8-ca6b-45ab-bbd2-989d8db91166,30,0.91,0.71,1146.02,1.0,Low,2023-07-23 22:11:22,2024-02-11 12:15:28
3a779f5f-aaba-4d9e-8ad8-151583e4f83f,118a9dcf-acb2-4526-b8b3-5ec5e7e5c17b,10,0.85,0.74,1146.11,4.63,Low,2022-10-09 14:01:49,2024-05-21 12:24:26
4df003f9-2a52-4c78-b087-96efc92402b5,104c2d45-714a-4178-871f-f06ca8bc7e71,10,0.92,0.8,3770.81,4.19,Low,2024-05-13 08:04:20,2024-06-12 02:42:28
4d13f59e-6ea5-436c-9524-2940a9bc8ab1,3ce67254-9f96-45cd-b0dc-7786921b2864,30,0.93,0.78,1244.88,6.1,Low,2024-07-15 14:04:30,2024-07-20 10:04:53
9ab30ddc-64a7-426f-9d0d-b1b6b2ae0e02,456f8d0e-b2ab-47ee-8ac9-215c44f2d0dd,50,0.54,0.61,13258.43,46.93,Medium,2023-09-25 19:40:37,2023-10-22 09:25:29
f7e7f397-d950-4c5c-8fd6-88154735835b,e59e5b42-4326-4209-b87b-ec508cedd4bd,30,0.87,0.77,1115.03,5.23,Low,2023-08-17 10:59:02,2024-05-12 21:17:22
d8f4e45f-fa09-4d79-a30e-ba0641f7dad8,429308a4-1131-451b-a1eb-06b15bbbdf01,100,0.66,0.63,15544.5,22.8,Medium,2023-10-31 17:38:43,2023-11-25 03:12:25
9c46e917-8509-44c9-a27f-381124324658,1331b65e-1f02-4168-9ed8-ffe3128ef7b5,30,0.89,0.77,4663.01,4.53,Low,2023-08-09 14:16:55,2024-02-13 23:29:22
28494695-38ac-4b25-b3db-1601a4790dd0,4f8f2f1d-f126-433a-8231-c548a82591a6,50,0.57,0.44,16633.72,17.11,Medium,2023-06-29 02:31:21,2024-04-28 07:31:39
eac1592c-d705-42ad-b198-58aa557dc06b,e185b75d-1c8c-409b-b657-b395e89878be,100,0.63,0.66,11934.69,23.06,Medium,2023-11-10 12:16:36,2023-12-22 16:30:07
8e2725ec-1a84-4462-bba7-ddffda7558bd,dee9f78b-4ce5-4e54-8dcb-f4d2f12acdff,10,0.99,0.79,2180.04,4.76,Low,2022-12-23 12:41:45,2024-06-04 16:07:46
0cd132bc-76a5-4d4f-8be9-f70d80b4e0e7,847755fd-5ab5-4318-9f2c-b735785f4d6d,20,0.81,0.77,2710.4,9.67,Low,2023-11-05 07:15:06,2023-12-09 11:03:52
0ca06667-d15d-4269-8e16-445eb6287a62,eec49402-3abe-4833-a3a6-cde551fc42a8,30,0.85,0.77,1834.97,8.33,Low,2024-04-07 03:23:18,2024-06-21 04:18:07
e33be8ed-2e21-4106-90e9-2c1155f26253,962e8629-81a6-4c21-8ab3-40a229d87400,30,0.96,0.75,4615.73,9.11,Low,2023-12-15 07:41:08,2024-05-02 17:02:19
13db0928-4ef5-4b9e-8fee-a406ba984e92,ae192c07-add3-4ebc-b5c2-8875fae4c6b9,100,0.66,0.46,11577.51,13.2,Medium,2024-03-12 19:25:35,2024-07-25 12:03:01
1fb66af2-52c6-4fd0-8bab-3ecf75ceaed5,28e74fe9-3e60-4fc9-b078-90d2dfd26eca,10,0.83,0.75,2285.74,4.85,Low,2024-05-05 19:01:55,2024-06-17 00:24:24
d99ee992-f20a-41a1-a91b-48ba4b8696b5,abfc73f8-9281-4917-beef-982add40d18b,10,0.96,0.77,4654.8,1.9,Low,2023-04-17 13:26:55,2023-09-06 12:44:33
349e09ba-eea3-48e8-b11b-ea8ffc021755,ef9dd245-23c8-4582-bad0-2ba537b742ca,10,0.96,0.79,1918.13,6.78,Low,2024-04-25 16:18:02,2024-07-12 01:58:11
fca9e84f-5819-42e7-99c4-d43a4c2ef03f,3d62d71d-0bb3-4a14-82c3-e4dfe70dd85b,500,0.4,0.25,35476.28,86.55,High,2023-02-15 18:44:32,2023-09-28 06:04:55
85b591c6-fbf1-4f26-9277-2c615858637e,21027a81-5f38-44cb-935b-b888a9f896f3,300,0.43,0.26,92208.82,75.17,High,2024-03-06 06:14:13,2024-03-06 21:40:46
df148678-036e-4ad3-a2ff-25bbee0d2849,2f4bfcf0-b194-4adf-931a-adbd31be2889,10,0.88,0.72,2861.89,8.07,Low,2024-04-22 15:35:35,2024-05-22 05:09:28
1464fd96-d5cf-4734-ac9d-ff3f732c9ff5,e8d73e1c-3e34-4e18-8e34-f0e65061d243,50,0.75,0.46,7953.55,28.63,Medium,2024-02-21 04:46:03,2024-04-26 17:52:39
